tweet_created_at,id_str,tweet_text,tweet_link,hashtags,source,user_id_str,user_name,user_screen_name,location,profile_location,user_profile_description,url,protected,followers_count,friends_count,listed_count,profile_created_at,favorites_count,utc_offset,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translation_enabled,tweet_geo,tweet_coordinates,tweet_place,tweet_contributors,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,classification,context_information
2021-06-25 3:19:35,1408263574900858883,"Science is constantly re-writing what we know 😬 New research showing brain shrinkage from even mild cases of #coronavirus infection makes “living with #Covid” a risky and dangerous strategy, says @SamFazeli8 https://t.co/BTx12Cjr93 via @bopinion #COVID19 #DeltaVariant",twitter.com/anyuser/status/1408263574900858883,coronavirus,Twitter for Android,1379459410486046721,bendroz,bendroz,"Washington, DC",NONE,Hemp Lobbyist 🌱 Photographer 📸 Crypto + DeFi 🚀 Bolo Enthusiast 🇺🇸   4K follower account got hacked @BensHemp @theyolobolo,https://t.co/h3lf8SDI6R,False,35,155,0,2021-04-06 15:42:18,67,None,False,False,34,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.23028129,0.23028129,0.23028129,0.23028129,0.23028129,0.23028129,
 0.23028129,0.23028129,0.21287139,0.21287139"
2021-06-24 23:51:52,1408211303500550149,"Delta variant of covid is in EVERY STATE EXCEPT SD. So, it's dangerous, it's highly infectious and it's everywhere. Vaccination is the only thing between Delta and death. #covid #DeltaVariant",twitter.com/anyuser/status/1408211303500550149,covid,Twitter Web App,42660725,"Patricia Farrell, Ph.D.",drpatfarrell,United States,NONE,"Dr. Farrell is a psychologist, author, photographer, interested in  film, writing. Don't DM me.  https://t.co/IyU3d3tkHc",None,False,9510,10395,463,2009-05-26 16:34:32,153,None,False,False,531192,None,NONE,False,False,None,None,None,None,False,2,3,Informative,"0.51417097,0.32331556,0.28152904,0.26807678,0.25708548,0.24779248,
 0.24779248,0.23264193,0.21047356,0.16346523"
2021-06-24 22:01:32,1408183535182118916,"Now seems like a good time to mention that if you don't like new and dangerous strains of #COVID striking places like Sydney, Victoria and Wellington, covid needs to be effectively dealt with at a global scale. That means patent waivers for vaccines #PeoplesVaccine",twitter.com/anyuser/status/1408211303500550149,COVID,Twitter Web App,36841359,Chris Jensen,chrisjensenj,Singapore,NONE,Developer turned facilitator & environmentalist turned developer @raisely (he/him),None,False,270,195,37,2009-05-01 1:22:41,1428,None,False,False,1875,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.45105102,0.20276173,0.20276173,0.20276173,0.20276173,0.20276173,
 0.20276173,0.20276173,0.20276173,0.18743238"
2021-06-24 21:07:57,1408170053074264065,IT IS UTTERLY galling - how since early 2020 begin of #Covid pandemic - how many GQP government officials and white wing media - STILL following lead of TFG dangerous vaxx and mask disinformation. They are cult of sheep.  Many worldwide are still dying because have no vaxx.😔💔 https://t.co/NFEHugk1ec,twitter.com/anyuser/status/1408170053074264065,Covid,Twitter Web App,1079132387605266432,artemis888 🌐 U.S. Democracy hanging by a 🧵 #2022,Artemis888Infin,Left Coast ☕🐬☔🌦️🌊⛈️🗻🌲🦉🐺,NONE,♈ 🎶📖💃🧁💉 'Let us read & and let us dance...' Voltaire #ArcticRefuge🐧  #Animals🐺🐅🐈🐦 #Climate🌱⏳ ☠ #HumanRights🌐 #ERA♀️ #RuleOfLaw⚖️ NeverForgetJan06☠,None,False,26221,27780,21,2018-12-29 21:49:45,85132,None,False,False,75931,None,NONE,False,False,None,None,None,None,True,1,5,Unverified,"0.20657378,0.20657378,0.20657378,0.19095623,0.19095623,0.1798754 ,
 0.17128044,0.17128044,0.17128044,0.16425785"
2021-06-24 20:12:57,1408156209438511108,"#Delta variant triggers dangerous new phase in the pandemic #COVID https://t.co/9yx4z9HsaF “We think the 157/158 mutation is one of the hallmark mutations in Delta that has given it this more immune-evasion phenotype,”",twitter.com/anyuser/status/1408156209438511108,Delta,Twitter Web App,2207006636,Sanjeev Krishna,ProfSKrishna,,NONE,"Professor Sanjeev Krishna -  Professor of Molecular Parasitology and Medicine at St George’s, UoL - #Malaria #Neglecteddiseases #COVID19 #Cancers #Diagnostics",http://t.co/ODdwG3K60q,False,1140,1081,34,2013-11-21 11:34:47,382,None,True,False,3643,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.38381079,0.24134385,0.24134385,0.24134385,0.24134385,0.24134385,
 0.24134385,0.22309759,0.22309759,0.20011001"
2021-06-25 18:37:08,1408494484158025729,#Boris considers matter closed: that's not what  the public say. This proved there was NO TRUE Threat and the whole #COVID Saga is FALSE  for else he and the G7 Mob are taking us for FOOLS. He must be SACKED. https://t.co/ZRhPsEUIKe,twitter.com/anyuser/status/1408494484158025729,Boris,Twitter Web App,126994026,Carl Barron,agpcuk,"Christchurch, Dorset",NONE,Chairman of agpcuk,http://t.co/5mXBHB6G8q,False,1022,2339,15,2010-03-27 17:43:17,1015,None,False,False,36398,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.25159488,0.25159488,0.25159488,0.25159488,0.23257361,0.23257361,
 0.23257361,0.2190778 ,0.2190778 ,0.19282498"
2021-06-25 14:37:49,1408434259396730887,High-risk #wildlife trade and the #unsustainable ways we use #land and produce #food are key factors that drive the emergence of zoonotic #diseases like #COVID-19. Tell #US leaders to help prevent future #pandemics: https://t.co/yHZBOFtHrH @world_wildlife,twitter.com/anyuser/status/1408434259396730887,wildlife,Twitter for iPhone,1083761707,J-Me,1Springhead,,NONE,Anomalous. Meet me in the middle.,None,False,65,202,13,2013-01-12 18:26:42,168,None,False,False,4972,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.20654233,0.20654233,0.20654233,0.20654233,0.20654233,0.20654233,
 0.20654233,0.20654233,0.20654233,0.20654233"
2021-06-25 13:41:03,1408419974570463235,If yous a true #patriot take off the mask you #sheep!! #nomask #slaves #trump #muslim #trumpsupporters #donaldtrump #maga #makeamericagreatagain #trumpreinstated #america #covid_19 #nomask #trump4ever #covid #conservatives #republicanparty #mask #coronavirus #god #RHOBH #CWS #GOP https://t.co/gGw4Utby0a,twitter.com/anyuser/status/1408419974570463235,patriot,Twitter for iPhone,1390145924396167168,Mike Oxmall's Guns & Ammo,MikeOxmaulGlock,"Philadelphia, PA",NONE,"TRUMP 2024. Mike Oxmall's Guns & Ammo is not a family owned small business located in Philadelphia, PA.",https://t.co/9P2sSotef4,False,723,2336,0,2021-05-06 3:26:44,188,None,False,False,755,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.31590494,0.17609721,0.16587862,0.16587862,0.13333159,0.04913955,
 0.04815735,0.        ,0.        ,0.        "
2021-06-25 13:14:34,1408413309112553476,"While everyone is busy chewing over @MattHancock's well timed dead cat story, this is the real scandal sneaking under the radar. 600m Covid tests lost. *Lost* by track and trace, and @didoharding wants to run our #NHS!  #TrackAndTrace #COVID #DeadCat https://t.co/hSmMDu5iff",twitter.com/anyuser/status/1408413309112553476,NHS,Twitter for Android,1045865004,Jane 💙,Jane01010,,NONE,Optimistic me eclipses pessimistic me ... most times.,None,False,167,141,3,2012-12-29 20:16:34,14219,None,False,False,9748,None,NONE,False,False,None,None,None,None,False,49,51,Informative,"0.39666875,0.19833438,0.19833438,0.19833438,0.19833438,0.19833438,
 0.19833438,0.19833438,0.18333975,0.17270089"
2021-06-24 19:59:42,1408152876761894912,It's true:  1/  #Covid has never been isolated.  2/ - the #PCRtest is a fraud.  3/ - The vaccine doesn't meet clinical standards 4a 'vaccine' - it alters your genes.  ** Waking up yet or believing #Media + #government lies still?  #CovidWasAnInsideJob #Agenda21  #OntarioVaccine https://t.co/eP0HqvHgu6,twitter.com/anyuser/status/1408152876761894912,Covid,Twitter Web App,34107577,Barry Dutton | #Liberty Maximalist $BTC $CEL $ETH,BarryDutton,#Canadastan | #TaxationIsTheft,NONE,REALTOR® since 1991 | #Bitcoin #SoundMoney #Crypto #Blockchain $Gold $Silver #Freedom #Liberty #CelsiusNetwork #CEL #PropertyRights #Bushcraft enthusiast,https://t.co/3WhrqWIkTX,False,2871,4108,0,2009-04-22 0:24:11,6079,None,False,False,24350,None,NONE,False,False,None,None,None,None,True,0,1,Misinformative,"0.22691073,0.22691073,0.22691073,0.22691073,0.22691073,0.2003248 ,
 0.19758393,0.19758393,0.19758393,0.18814281"
